6.130315661	5.24866629	2.41957475	4.781248531	7.969366616	5.3888304	6.674061479	2.41957475	8.654914959	0
3.638825233	2.610125017	2.41957475	4.332535669	4.456319963	3.87685847	3.835712174	2.41957475	7.900747889	0
3.310665224	2.828655676	2.41957475	4.822484615	3.910640654	4.17631056	4.153667433	2.41957475	8.760074641	0
3.335547865	2.621949424	2.41957475	4.883426783	4.028921445	4.180134081	4.369806458	2.41957475	10.24859248	0
3.22564692	2.463655038	2.41957475	3.874798506	6.131961782	3.776510565	3.679455884	2.41957475	8.805079506	0
3.33235212	2.621949424	2.41957475	5.31956931	5.168645137	4.690311958	3.799418484	2.41957475	7.245558666	0
3.445826985	2.621949424	2.41957475	5.194336936	4.534761038	4.574112212	4.683208232	2.41957475	8.971837484	0
3.225995249	2.634629907	2.41957475	5.005835136	3.910640654	4.276608976	4.042556498	2.41957475	3.114596393	0
3.718143375	2.634629907	2.41957475	4.775494327	4.94463521	4.696710063	3.712547096	2.41957475	5.680236872	0
3.345259056	2.610125017	2.41957475	4.924987107	4.086167257	5.718084698	5.428611565	2.41957475	8.973515023	0
4.132403793	2.621949424	2.41957475	5.291859563	6.646508746	5.273266333	5.335843948	2.41957475	8.570683597	0
3.354161778	6.805197821	2.41957475	4.56110045	7.955040805	5.326384503	5.64983479	2.41957475	8.470663562	0
3.909597239	2.610125017	2.41957475	4.574701239	3.910640654	4.079833069	4.328964345	2.41957475	3.959913183	0
3.22564692	2.610125017	2.41957475	4.968392437	5.613186178	4.137521371	3.485145749	2.41957475	8.384095717	0
3.381149216	2.634629907	2.41957475	4.460919436	4.24401326	4.57586429	4.019705662	2.41957475	8.395934621	0
3.345259056	2.634629907	2.41957475	4.869171446	4.091071621	3.783871629	3.725817539	2.41957475	3.531919857	0
3.317673143	2.821376419	2.41957475	4.196679189	4.76325451	5.000372827	3.835712174	2.41957475	8.680982105	0
3.645050223	2.610125017	2.41957475	4.70896906	3.909299262	4.064154574	3.666719152	2.41957475	7.121551895	0
4.049881728	5.126389587	2.41957475	4.693987139	5.694136817	4.543405446	6.095325647	2.41957475	9.395543761	0
3.528717369	4.385989365	2.41957475	5.182452691	3.387280032	5.131034532	5.389177825	2.41957475	8.604431756	0
