6.130315661	5.24866629	0
3.638825233	2.610125017	0
3.310665224	2.828655676	0
3.335547865	2.621949424	0
3.22564692	2.463655038	0
3.33235212	2.621949424	0
3.445826985	2.621949424	0
3.225995249	2.634629907	0
3.718143375	2.634629907	0
3.345259056	2.610125017	0
4.132403793	2.621949424	0
3.354161778	6.805197821	0
3.909597239	2.610125017	0
3.22564692	2.610125017	0
3.381149216	2.634629907	0
3.345259056	2.634629907	0
3.317673143	2.821376419	0
3.645050223	2.610125017	0
4.049881728	5.126389587	0
3.528717369	4.385989365	0
3.345259056	2.95450953	0
3.87137068	2.64685805	0
4.568206601	4.716390627	0
3.328480641	4.481022359	0
3.474003318	2.836943537	0
3.23625157	2.791941235	0
3.640246494	3.120740076	0
3.457915364	2.948782135	0
3.983995869	2.6228055	0
3.025494466	6.420883377	0
3.113382324	8.058980079	0
6.259196882	8.172594178	0
3.026170183	6.203060321	0
3.188177087	4.779690778	0
3.538058422	6.053671357	0
3.4749245	5.896972763	0
3.106926559	2.610125017	0
3.374959694	2.906616623	0
3.106926559	3.227973527	0
3.115409114	6.466534503	0
2.970623133	3.167685329	0
3.059544852	2.634629907	0
6.177124546	3.65561753	0
3.225995249	7.12803329	0
3.383623285	7.771639624	0
3.027783719	6.412031539	0
5.344720199	7.682306068	0
3.032723899	7.138105693	0
4.564346088	7.249846096	0
4.227210724	7.222115511	0
7.471701304	7.331734653	1
6.086289772	2.621949424	1
6.239887268	2.610125017	1
7.197571261	4.01542411	1
5.959690748	2.610125017	1
5.319121453	3.156391462	1
7.949219786	7.447078377	1
7.946784108	2.593951699	1
8.843591838	2.621949424	1
7.198783558	4.061145329	1
4.238009823	2.610125017	1
7.684434531	5.179915948	1
3.416126952	2.621949424	1
6.90082662	2.634629907	1
5.783357251	2.621949424	1
8.214670736	3.377120824	1
3.345259056	2.610125017	1
5.837010376	4.737085624	1
6.411038544	2.827626659	1
7.839645927	3.621348551	1
6.300029382	5.746672535	1
5.666136755	2.610125017	1
7.710853842	5.570957558	1
8.850375973	7.093447765	1
7.349536429	4.118554203	1
8.506550688	6.100793043	1
7.544488809	7.607588039	1
7.066994092	5.414568869	1
6.160672194	2.634629907	1
4.831251101	2.634629907	1
6.669260654	5.629200928	1
5.342821174	6.617959748	1
7.205690525	3.568027616	1
3.732029131	5.403308535	1
7.67087316	6.753641448	1
7.553450736	6.791861134	1
7.818531496	4.791836422	1
7.29275262	4.935130928	1
7.359864311	5.952507723	1
5.146372772	5.106764123	1
8.269541349	4.77431437	1
3.345259056	2.610125017	1
7.292466423	5.998168385	1
8.244349645	7.427591272	1
5.865955793	7.657443615	1
6.604508344	7.090577435	1
7.415052948	7.812875679	1
7.994505731	6.245703368	1
7.384273141	4.573361707	1
8.173805633	6.293222613	1
8.157317248	4.59551625	1
7.945056488	7.170305696	1
