6.130315661	4.781248531	5.3888304	0
3.638825233	4.332535669	3.87685847	0
3.310665224	4.822484615	4.17631056	0
3.335547865	4.883426783	4.180134081	0
3.22564692	3.874798506	3.776510565	0
3.33235212	5.31956931	4.690311958	0
3.445826985	5.194336936	4.574112212	0
3.225995249	5.005835136	4.276608976	0
3.718143375	4.775494327	4.696710063	0
3.345259056	4.924987107	5.718084698	0
4.132403793	5.291859563	5.273266333	0
3.354161778	4.56110045	5.326384503	0
3.909597239	4.574701239	4.079833069	0
3.22564692	4.968392437	4.137521371	0
3.381149216	4.460919436	4.57586429	0
3.345259056	4.869171446	3.783871629	0
3.317673143	4.196679189	5.000372827	0
3.645050223	4.70896906	4.064154574	0
4.049881728	4.693987139	4.543405446	0
3.528717369	5.182452691	5.131034532	0
3.345259056	4.537452018	4.138795559	0
3.87137068	5.065240689	5.169484961	0
4.568206601	5.416702224	4.885951227	0
3.328480641	4.488292391	4.602085472	0
3.474003318	5.389251903	5.776259025	0
3.23625157	4.966139325	5.022250964	0
3.640246494	6.019665935	5.194334403	0
3.457915364	5.124453983	4.765059783	0
3.983995869	4.609788016	4.390417949	0
3.025494466	5.570668245	5.109688842	0
3.113382324	3.31091474	4.651650178	0
6.259196882	3.506342039	5.6712863	0
3.026170183	3.603226745	4.850078389	0
3.188177087	3.161899668	4.906130009	0
3.538058422	4.242072831	4.923579352	0
3.4749245	4.579033882	4.932440101	0
3.106926559	3.376004037	5.010839619	0
3.374959694	5.9052655	4.854417268	0
3.106926559	3.289360478	4.848878297	0
3.115409114	3.356014165	4.970115889	0
2.970623133	4.242805334	5.213515603	0
3.059544852	4.250651504	3.776510565	0
6.177124546	4.749086386	5.412674123	0
3.225995249	5.201257603	5.060462749	0
3.383623285	4.642916426	4.79081509	0
3.027783719	4.252705775	5.412921951	0
5.344720199	4.749204117	5.091947056	0
3.032723899	4.842520153	5.579289236	0
4.564346088	4.474326332	5.337805486	0
4.227210724	5.358281162	5.331825546	0
7.471701304	3.211142864	5.2724873	1
6.086289772	5.014978268	4.182227352	1
6.239887268	4.087577989	4.688722274	1
7.197571261	3.083439526	5.277113617	1
5.959690748	4.146896632	4.105026572	1
5.319121453	4.048361401	4.964559203	1
7.949219786	3.500469195	5.082579597	1
7.946784108	3.793333786	5.186987728	1
8.843591838	4.392306449	5.286006574	1
7.198783558	5.195928675	5.312385657	1
4.238009823	3.356014165	4.613544553	1
7.684434531	2.996755359	5.104681442	1
3.416126952	3.69782068	3.776510565	1
6.90082662	3.853850961	5.149655832	1
5.783357251	4.407017068	4.506849755	1
8.214670736	4.318884298	5.077308328	1
3.345259056	4.454359271	3.840557201	1
5.837010376	4.525558635	4.725775018	1
6.411038544	4.801488161	4.849458467	1
7.839645927	3.267164498	4.869689136	1
6.300029382	4.754162524	4.95484875	1
5.666136755	4.004452098	4.297827927	1
7.710853842	3.303798573	4.803539147	1
8.850375973	4.040692017	5.27430006	1
7.349536429	3.367078797	4.833414614	1
8.506550688	3.262506625	5.071726006	1
7.544488809	2.845367321	5.887515213	1
7.066994092	3.810417788	5.282686063	1
6.160672194	4.805611486	4.902734523	1
4.831251101	4.187172271	3.982797553	1
6.669260654	5.130886991	5.04523081	1
5.342821174	3.598584581	4.468580263	1
7.205690525	3.743853727	5.619934193	1
3.732029131	3.287180013	5.408227431	1
7.67087316	3.055892878	5.007074833	1
7.553450736	3.00595401	4.707557931	1
7.818531496	3.198449055	5.030974102	1
7.29275262	3.25220007	5.381148243	1
7.359864311	3.688677156	5.649808127	1
5.146372772	4.226186038	4.793117323	1
8.269541349	3.096286855	6.017405899	1
3.345259056	3.924391869	3.871386735	1
7.292466423	3.265437085	5.671246348	1
8.244349645	2.891771356	5.845181993	1
5.865955793	3.472710789	5.390856243	1
6.604508344	4.322164231	4.910366428	1
7.415052948	3.459280003	4.921693919	1
7.994505731	2.676999536	5.526574822	1
7.384273141	3.500498227	5.630360252	1
8.173805633	3.00957246	6.812656889	1
8.157317248	4.206319931	5.875281277	1
7.945056488	3.039530581	5.79301262	1
